Transaction_Amount,Transaction_Hour,Transaction_Frequency,Account_Age_Days,International_Transaction,New_Device,Failed_Attempts,Distance_From_Home,Online_Transaction,Fraud
17.36,0,5,1867,0,0,0,15.22,0,0
75.67,4,6,2069,1,0,1,18.58,1,0
463.56,5,6,102,0,1,1,7.55,1,0
24.52,15,0,339,0,1,0,22.33,0,0
33.86,15,5,2247,1,0,0,27.12,1,0
111.49,13,7,2350,0,0,2,41.11,1,0
79.8,0,5,270,0,0,2,22.29,1,0
94.69,12,4,719,1,0,0,35.27,1,0
108.76,19,6,1961,0,0,3,4.64,1,0
125.8,9,3,2380,1,0,0,3.23,0,0
202.29,23,2,2067,0,0,0,4.95,1,0
100.47,9,3,97,0,0,0,46.81,1,0
52.39,8,3,2397,0,0,0,20.31,1,0
130.66,12,9,1582,0,0,1,15.19,1,0
445.81,2,6,2266,0,0,0,35.9,1,0
58.4,17,4,1082,0,0,2,3.31,1,0
25.17,19,4,1856,0,0,2,0.16,0,0
201.76,1,6,2320,1,0,1,9.31,1,0
59.12,16,5,1498,0,1,1,7.16,1,0
7.59,18,4,1668,1,0,1,9.18,0,0
155.62,22,6,2077,0,0,3,90.83,1,0
39.04,12,4,1141,0,0,1,20.97,0,0
60.91,12,8,2197,0,0,1,22.24,0,0
92.94,0,4,1124,0,0,0,26.65,1,0
80.68,1,0,280,0,1,0,12.68,1,0
135.57,0,3,1606,0,0,1,96.55,1,0
43.14,23,6,293,0,0,0,90.54,0,0
111.4,4,6,375,0,1,1,36.66,1,1
51.44,23,5,12,0,0,0,5.95,1,0
139.6,2,7,793,0,1,1,53.05,1,0
123.39,6,4,2221,0,0,3,2.66,1,0
26.17,23,5,397,0,0,1,24.85,1,0
197.55,21,4,1042,1,1,1,15.28,0,0
39.02,12,6,1399,0,0,1,1.0,0,0
149.61,22,11,2069,1,0,1,58.56,0,0
96.28,17,5,83,1,0,1,81.16,0,1
419.13,23,4,247,0,0,2,59.49,1,1
53.33,20,3,1995,1,0,0,5.34,0,0
47.03,6,6,2291,0,0,0,10.12,1,0
65.4,0,2,1472,1,0,1,77.94,1,1
49.25,4,5,1790,0,0,1,2.81,1,0
148.4,16,3,1514,0,0,1,21.89,1,0
13.25,7,5,1125,0,0,3,16.62,1,1
23.25,14,8,881,1,0,1,4.12,0,0
22.92,19,4,1231,0,0,2,54.42,1,0
172.48,3,7,1149,0,0,1,3.6,1,0
368.93,1,8,1676,0,1,0,22.46,0,0
60.07,4,11,2210,0,0,1,9.57,0,0
56.33,0,4,1666,0,1,4,13.53,0,1
71.53,4,3,1141,0,0,1,5.94,1,0
213.12,5,9,1981,0,0,1,24.5,0,0
26.38,1,6,820,0,0,1,112.02,1,0
84.64,0,4,65,0,0,0,44.83,1,0
176.83,3,6,1543,0,1,1,28.74,1,0
110.07,6,6,943,1,0,3,35.3,1,1
80.61,21,2,672,0,0,0,45.7,1,0
181.46,0,10,1588,1,0,1,15.99,1,1
4.47,0,5,2357,1,0,1,20.93,1,0
131.35,7,5,1881,0,0,0,56.46,1,0
34.67,19,3,1312,1,0,2,29.76,1,0
10.69,15,5,153,0,0,0,3.66,1,0
111.19,20,6,238,0,0,3,37.8,1,1
263.4,12,7,2194,0,0,1,0.57,1,0
58.12,22,4,249,0,1,0,47.02,1,0
172.93,23,1,2014,1,1,0,38.81,1,0
334.38,22,6,1348,0,1,0,44.41,1,0
248.37,17,10,160,0,1,2,0.6,1,1
343.77,19,4,812,0,1,1,89.79,1,1
140.07,9,4,362,0,1,0,23.81,1,0
71.91,11,9,1984,0,1,0,40.24,1,0
13.44,0,6,1143,0,1,2,20.9,1,0
52.14,9,5,475,0,0,1,10.38,1,0
28.7,8,11,1073,0,0,0,8.78,0,0
584.61,2,5,1405,0,0,2,1.81,1,0
55.93,18,6,1558,0,0,0,19.55,1,0
75.43,8,6,1540,0,0,1,3.88,1,0
115.76,9,2,62,1,0,2,20.96,1,0
69.66,18,7,1778,0,0,2,24.52,1,0
363.24,15,3,2408,0,0,1,14.59,1,0
35.78,23,1,1584,0,0,2,4.25,1,0
81.01,17,5,2397,0,1,1,14.17,1,0
31.74,13,4,1154,0,0,1,52.73,1,0
17.81,2,7,2122,0,0,0,15.31,1,0
36.17,1,4,1473,0,1,1,10.49,1,0
64.26,0,4,305,0,0,2,24.84,0,0
43.41,17,4,2262,0,0,3,24.11,1,0
33.37,23,2,656,0,0,1,2.37,1,0
16.34,8,6,1590,0,1,1,6.75,0,0
61.37,12,4,2192,0,0,1,17.05,0,0
14.81,1,7,2435,0,0,0,11.41,0,0
142.6,6,4,719,0,1,1,9.64,0,0
72.42,15,5,76,0,1,1,14.75,1,1
15.52,20,6,2060,0,0,2,8.57,1,1
48.95,18,6,1603,0,1,1,10.67,1,0
31.43,14,6,1921,0,0,1,37.14,0,0
91.76,21,6,519,0,0,0,17.85,1,0
254.79,10,4,1901,0,0,1,51.56,1,0
10.22,0,4,1471,0,0,0,74.18,1,0
74.82,20,9,1983,0,0,0,63.8,0,0
56.82,6,4,2009,0,1,0,7.32,0,0
130.5,19,9,1980,0,0,1,16.01,1,0
82.53,7,4,1561,0,0,3,19.15,1,0
31.44,9,5,111,0,0,2,47.8,1,0
48.47,4,4,1470,0,0,1,20.47,1,0
30.08,8,6,743,0,0,1,7.28,1,0
195.59,0,5,2444,0,1,1,19.83,0,0
68.12,1,3,542,0,1,0,1.13,0,0
446.39,18,7,101,1,1,3,44.91,1,1
62.76,13,7,1829,0,0,1,20.87,1,0
32.84,19,4,1166,0,1,0,26.37,1,0
14.68,9,6,848,0,0,3,5.61,1,0
10.99,8,2,514,1,0,0,20.42,1,0
13.68,9,3,1486,0,0,2,18.91,1,0
87.11,5,7,850,0,1,0,24.17,1,0
110.91,16,6,696,0,0,1,47.0,1,0
13.72,5,5,2205,0,0,1,36.16,0,0
163.21,3,4,943,0,0,2,19.79,1,0
41.14,19,3,1265,0,0,0,55.97,0,0
77.23,2,7,893,0,0,1,11.1,1,0
334.36,22,4,323,1,0,1,16.96,1,0
163.5,18,7,2355,0,0,2,26.21,1,0
50.98,17,6,232,0,0,0,14.53,1,0
27.35,23,4,2410,0,0,1,11.21,0,0
7.75,3,7,425,0,1,1,2.98,0,0
32.49,7,3,2119,0,1,0,25.26,1,0
53.99,16,6,633,0,0,2,5.35,1,0
24.85,4,4,2433,0,0,2,3.72,1,0
58.48,12,5,414,0,0,1,5.03,1,0
72.01,0,4,1288,0,0,0,29.16,1,0
53.26,12,3,399,0,1,0,3.72,1,0
34.81,3,5,1658,0,1,0,93.49,1,1
78.94,21,5,775,0,1,1,35.53,1,1
103.75,23,5,357,1,0,5,12.47,1,1
22.41,13,4,1355,0,0,1,22.49,1,0
273.4,2,3,1929,1,0,2,0.19,1,0
60.43,4,4,339,1,0,0,46.53,0,1
67.96,6,8,1978,0,1,1,7.91,0,0
135.4,0,7,983,1,0,1,1.86,1,0
84.2,22,3,2149,0,0,2,35.48,1,0
172.97,11,4,1255,0,0,4,10.0,0,0
88.87,10,3,2247,0,0,3,20.96,1,0
36.15,23,6,214,0,0,1,46.45,1,0
95.73,7,4,2269,0,1,0,37.4,0,0
21.25,5,6,98,0,0,3,10.27,0,0
74.33,21,2,372,0,0,2,50.76,1,0
64.51,1,5,341,1,0,1,12.31,0,0
54.16,18,7,717,0,0,1,17.33,1,0
58.64,19,5,1488,0,0,2,23.7,1,1
10.16,19,3,431,1,0,2,1.84,0,0
38.52,23,5,772,0,0,1,22.73,0,0
73.17,13,6,1204,1,0,1,21.53,1,0
78.25,0,3,258,1,1,1,51.69,0,1
23.86,9,1,2238,1,0,1,10.91,1,0
236.44,15,5,492,0,0,0,6.93,0,0
28.05,3,3,1417,0,0,1,16.18,0,0
175.82,10,4,2305,0,0,0,29.07,0,0
102.23,15,4,328,0,0,2,20.63,0,0
34.94,19,7,709,0,0,0,3.72,1,0
393.59,0,4,540,0,0,1,10.69,1,0
20.21,15,1,1146,0,0,0,1.65,1,0
167.19,18,4,1957,0,0,0,33.61,0,0
181.38,20,3,1377,0,0,2,53.63,0,0
34.1,21,6,132,0,0,0,1.17,1,0
268.4,8,2,759,0,1,2,18.63,1,0
51.93,8,6,328,0,1,2,20.87,1,0
89.01,8,8,1607,0,1,2,14.44,1,1
86.52,16,6,595,0,1,1,17.47,1,0
58.31,11,10,2302,0,0,2,30.98,0,0
150.03,12,6,553,0,0,0,16.53,0,0
147.45,7,5,1490,0,0,1,63.03,1,0
11.61,15,5,2210,0,0,2,19.46,0,0
245.76,17,2,24,0,0,1,1.86,0,0
12.65,0,3,1476,0,1,0,76.61,1,0
187.27,0,2,254,0,0,1,3.97,1,0
205.76,11,5,908,0,0,0,38.37,0,0
22.4,5,1,1488,0,0,2,18.71,1,0
44.22,8,5,1392,1,0,0,33.76,1,0
22.07,22,4,61,0,1,0,18.01,1,1
53.79,4,3,2068,0,0,1,1.52,0,0
49.01,15,5,832,0,1,2,11.75,1,0
145.43,17,1,1633,0,0,0,24.23,0,0
247.23,16,10,2284,0,1,0,24.78,0,0
269.26,17,1,2171,0,0,0,90.34,0,0
38.01,0,13,613,0,0,1,23.31,0,0
54.1,18,4,602,0,1,0,8.44,1,1
12.39,21,3,1283,0,0,2,1.11,0,0
29.79,7,8,1283,0,0,0,38.83,1,1
175.01,2,5,2267,1,0,3,55.02,1,1
335.49,4,5,1014,0,0,2,23.77,0,1
19.41,22,1,1581,0,0,2,16.46,1,0
36.88,7,1,2395,0,0,0,49.33,0,0
64.95,18,7,1821,0,0,1,6.87,0,0
88.25,17,5,734,0,1,0,12.72,0,0
29.68,17,6,824,0,1,2,17.71,0,0
101.91,20,6,541,0,0,0,1.27,1,0
41.52,0,7,768,0,1,2,29.17,1,1
65.73,14,3,15,0,0,1,5.22,0,0
115.16,17,6,594,0,0,0,10.13,1,0
67.12,6,6,628,0,0,1,13.38,0,0
43.1,15,1,1544,0,0,0,25.44,1,0
59.76,15,6,806,1,0,1,1.69,1,0
61.05,14,2,1494,0,0,0,10.42,1,0
46.06,5,7,365,0,1,1,8.02,1,0
51.48,8,3,2276,0,0,0,0.04,1,0
329.85,6,6,2424,0,0,0,29.41,1,0
116.85,13,5,898,0,0,0,6.73,1,0
49.63,10,8,570,0,0,1,4.55,1,0
133.88,20,3,373,1,0,0,39.98,1,0
47.76,15,2,1423,0,1,0,1.0,0,0
215.54,5,5,1328,0,1,1,57.62,1,0
96.51,21,9,1321,0,1,0,29.03,0,0
59.9,15,3,2234,0,0,0,4.71,1,0
104.35,19,5,1332,0,0,1,10.77,0,0
13.86,15,3,1653,0,0,1,74.88,1,0
21.61,11,3,1317,0,0,3,24.11,1,0
20.21,16,4,1087,1,0,2,23.46,1,0
76.93,4,6,1844,0,0,2,26.47,0,0
377.1,12,2,1353,0,0,2,15.53,0,0
620.98,7,4,731,0,1,1,4.58,0,0
126.22,23,3,1254,0,0,2,4.09,0,0
110.04,4,1,1715,0,1,2,29.06,1,0
11.01,11,3,1967,0,0,0,53.84,1,0
38.76,8,4,1376,0,0,3,8.92,0,0
30.33,2,4,1355,0,0,2,17.5,1,0
35.84,2,4,590,0,0,1,121.46,1,0
56.37,0,9,755,0,0,0,7.43,0,0
41.59,21,11,1048,0,0,0,12.37,1,0
9.21,17,4,1513,0,0,1,11.3,0,0
140.88,23,4,887,0,0,1,0.83,0,0
22.81,11,2,143,0,1,2,17.81,1,0
84.71,8,5,727,1,0,0,5.85,1,0
530.64,8,6,1057,0,0,0,3.44,0,0
26.59,17,3,2434,0,0,1,30.98,1,0
5.31,17,4,1472,0,1,3,36.29,1,0
50.1,6,2,1357,0,0,3,54.93,1,0
200.53,3,6,1155,0,0,1,68.0,1,0
472.65,12,8,1374,0,0,0,50.83,1,1
19.5,16,6,1241,0,0,0,3.27,0,0
109.58,23,6,2011,1,0,0,6.33,0,0
41.88,1,6,175,0,0,1,3.27,0,0
59.98,13,5,1589,0,0,0,10.91,1,0
938.56,2,2,1108,1,0,0,3.31,0,0
14.84,4,2,1513,0,0,3,26.48,0,0
85.95,13,1,2329,0,1,2,31.53,0,0
106.45,2,5,2027,0,0,2,4.35,1,0
197.51,22,3,2223,0,0,2,24.29,1,0
73.55,6,6,771,0,0,2,0.58,1,0
90.74,17,3,1119,0,0,0,14.25,0,0
45.08,12,3,658,0,1,1,8.4,1,0
87.28,22,6,560,1,1,0,162.47,0,1
47.31,21,8,608,0,1,2,64.03,0,1
124.16,9,4,2212,0,0,1,3.99,0,0
46.08,12,5,1609,0,0,2,62.33,1,0
97.23,15,4,426,0,1,1,13.57,1,0
64.76,8,6,1749,0,0,0,21.49,0,0
205.62,1,3,2124,0,0,0,19.08,0,0
63.35,22,5,1092,0,0,0,32.38,1,0
11.32,4,3,1016,1,1,1,10.2,1,1
235.55,21,7,597,0,0,1,1.81,1,0
26.96,16,4,781,0,0,0,13.52,1,0
34.68,22,6,1922,1,0,1,19.66,1,0
36.76,21,6,2233,0,0,1,20.24,1,0
263.6,3,3,331,0,0,0,39.33,0,0
7.88,16,4,1494,1,0,2,1.13,0,0
1537.25,8,11,2193,0,0,0,110.77,1,0
191.72,19,7,2485,0,0,0,116.58,0,1
83.37,1,3,1827,0,0,2,2.61,0,0
63.12,23,2,2031,0,0,0,10.54,0,0
88.73,17,4,940,0,1,1,22.31,1,0
112.29,20,11,689,0,0,4,11.68,1,0
127.13,21,7,2379,0,0,0,16.72,1,0
116.23,10,4,1369,0,0,0,9.86,0,0
72.94,12,4,790,1,1,2,31.13,0,1
54.74,7,6,1546,0,0,0,11.31,1,0
57.32,0,8,180,0,0,1,14.05,1,0
54.88,16,4,933,1,0,0,21.45,1,0
207.22,11,7,138,0,0,0,87.01,1,0
120.73,3,9,1451,0,0,0,25.67,1,0
3.52,20,5,406,0,0,0,2.55,0,0
128.5,12,6,2118,1,1,1,9.6,1,0
81.02,8,2,1867,0,0,2,13.61,1,0
65.45,6,4,1668,1,0,0,33.69,0,0
45.22,22,4,1805,0,0,0,14.8,0,0
205.23,23,8,406,0,0,0,26.9,1,0
172.01,4,7,813,0,0,1,45.74,0,0
30.79,4,9,664,1,1,2,2.75,0,0
100.19,16,8,1886,0,1,0,36.28,1,0
25.24,8,5,277,0,1,1,34.22,1,0
16.78,5,5,2133,0,0,0,42.83,1,0
35.63,18,8,1102,0,0,1,78.13,0,1
157.97,15,9,1478,0,0,2,9.26,0,0
172.97,20,6,1331,0,0,2,14.01,1,0
111.4,1,8,1507,0,0,0,7.62,1,0
137.7,9,4,907,0,0,1,9.9,0,0
111.74,15,3,1764,0,0,0,10.01,1,0
35.11,4,4,1518,0,1,1,50.96,0,1
102.71,14,6,831,0,0,1,1.62,1,0
148.47,12,8,2145,0,1,2,5.66,1,0
141.78,12,5,1174,1,1,1,23.58,1,1
218.97,12,6,1574,0,1,0,36.22,0,0
135.41,14,7,835,0,1,4,29.88,0,1
94.77,13,5,584,0,0,2,1.19,0,0
194.45,7,10,1376,0,0,2,15.12,0,0
64.94,10,2,696,0,0,1,5.1,1,0
27.61,17,6,984,1,1,1,110.87,0,1
56.65,23,4,515,0,1,1,170.13,1,1
31.66,3,8,1780,0,1,2,1.31,0,0
33.95,9,2,83,1,0,1,27.54,1,0
57.71,0,4,815,0,0,1,41.92,1,0
30.19,4,4,590,0,1,2,9.82,1,0
49.01,12,7,232,0,1,0,29.57,1,0
10.04,0,8,906,0,0,2,5.2,0,0
82.54,22,5,2443,0,0,1,3.42,1,0
66.77,7,5,2179,0,1,1,64.86,0,0
29.46,2,4,1808,0,0,4,25.72,1,0
128.93,2,8,742,0,1,0,42.45,0,1
170.3,6,5,1474,0,0,1,19.02,0,0
13.36,3,4,832,0,0,2,4.2,1,0
31.1,2,6,466,0,0,0,11.82,1,0
30.9,14,2,2221,0,0,0,53.35,0,0
26.05,7,6,2149,0,0,1,0.39,0,0
152.85,2,7,2393,0,0,3,5.8,1,0
54.94,6,4,595,0,1,0,7.3,1,0
51.19,17,7,323,0,0,2,7.63,1,0
8.99,10,3,1899,1,0,1,2.59,1,0
125.89,10,7,1003,0,0,1,47.13,1,0
19.31,16,2,1499,0,0,1,4.34,1,0
70.81,5,3,1674,0,1,0,44.25,1,0
88.0,7,5,665,0,0,1,10.97,1,0
259.99,0,4,2123,0,0,2,15.28,0,0
18.01,9,5,1890,1,0,4,15.54,1,0
3.26,18,6,210,0,1,0,31.22,1,0
80.15,2,4,443,0,0,0,32.85,1,0
403.64,3,7,147,0,0,1,25.59,1,0
230.2,10,5,1085,0,1,1,37.15,1,0
82.24,14,7,1758,0,0,0,0.21,1,0
40.79,0,7,1485,0,0,1,17.57,0,0
149.47,8,3,1191,0,0,1,18.56,1,0
25.19,10,4,871,0,0,0,6.84,1,0
107.38,18,7,1239,0,0,1,20.32,1,0
110.55,12,6,1349,0,0,2,15.74,1,0
192.52,15,5,145,0,0,1,15.97,1,0
1053.28,3,3,458,0,1,0,3.15,1,0
98.73,0,6,78,0,0,1,14.28,1,0
40.09,19,6,822,0,0,0,36.36,1,0
65.0,12,6,1024,0,0,1,13.19,1,0
11.37,0,5,1200,0,0,2,16.71,0,0
33.29,4,3,1750,0,0,1,85.68,1,0
44.29,4,4,2029,0,0,0,51.35,1,0
39.48,13,6,1974,0,1,0,66.02,1,0
77.66,22,8,106,0,0,1,2.02,1,0
29.3,13,1,386,0,0,0,24.1,0,0
204.59,7,3,1524,0,0,2,6.32,1,0
66.7,3,4,1957,0,0,2,12.95,1,0
66.07,6,8,1086,0,0,0,28.47,1,0
48.04,19,7,18,1,0,2,21.62,1,0
77.88,18,5,2388,0,0,2,17.62,1,0
152.19,14,9,260,0,0,1,42.11,0,0
28.02,21,3,369,0,0,2,28.69,0,0
34.53,3,9,2406,0,0,2,43.02,1,0
49.22,18,7,133,0,0,1,67.18,1,0
17.36,8,5,643,0,0,2,31.12,0,0
29.39,20,8,208,0,0,0,12.58,1,0
41.42,12,4,838,0,1,3,5.98,0,1
159.87,13,6,1444,0,0,1,7.9,1,0
86.71,22,4,927,0,0,1,12.63,1,0
80.93,13,5,1128,0,1,1,33.69,1,0
156.16,21,4,2087,0,0,1,1.02,1,0
58.13,9,4,1125,1,0,1,42.09,1,0
98.54,15,2,605,0,0,1,35.48,1,0
60.15,4,6,1754,0,0,3,17.3,1,0
86.95,22,8,32,0,1,0,12.76,0,0
37.23,5,5,335,0,0,1,2.99,1,0
5.82,1,9,886,0,0,0,8.55,1,0
58.31,12,5,272,0,0,1,2.9,0,0
276.65,12,2,1393,0,1,1,42.72,1,0
168.38,18,4,1595,0,0,1,17.8,0,0
175.11,17,5,442,1,1,0,7.09,0,0
229.55,18,1,569,1,0,2,0.46,1,1
72.87,0,5,58,1,0,1,18.55,1,0
81.23,7,4,2225,0,0,1,34.87,1,0
35.96,21,6,1712,1,0,1,36.36,1,0
48.61,15,4,2498,0,0,0,6.03,0,0
123.44,1,3,603,1,0,0,132.77,0,0
222.27,7,5,1608,1,0,1,21.03,0,0
58.01,5,4,237,1,0,0,10.09,1,0
42.51,15,10,1985,0,0,1,12.47,0,0
66.72,22,3,223,0,0,1,3.32,0,0
121.66,10,4,1675,0,1,1,17.0,0,0
15.74,16,4,1051,0,1,4,34.99,1,1
6.71,22,4,476,0,0,1,13.17,1,0
38.45,18,7,2401,0,0,0,50.41,1,0
19.67,10,4,2381,0,1,0,16.19,1,0
40.12,7,5,1279,0,0,1,57.72,1,0
57.53,21,5,1093,0,0,0,30.37,0,0
42.38,3,4,1675,0,0,3,1.41,0,1
284.99,10,9,871,0,0,0,1.73,0,0
92.46,7,7,1960,1,0,2,40.25,1,0
90.06,8,3,1286,0,0,1,11.03,1,0
124.24,1,6,857,0,1,1,5.24,1,0
21.35,15,10,1416,0,0,1,50.12,1,0
188.5,5,10,585,0,0,1,102.32,1,0
61.82,20,2,554,0,0,0,41.35,1,0
130.38,20,7,67,0,0,0,32.29,1,0
22.83,18,4,2121,0,0,0,0.02,1,0
14.1,7,7,908,0,0,1,2.8,1,0
151.09,13,2,2182,1,0,1,27.79,1,0
97.16,23,5,2118,0,0,4,13.17,0,1
27.06,15,4,389,0,0,2,0.49,1,0
27.95,11,3,987,0,0,2,33.76,1,0
205.5,4,5,1794,0,0,1,13.57,1,0
20.3,23,3,1171,1,0,0,26.88,0,0
344.7,23,5,75,1,1,0,15.79,0,0
27.1,18,5,1212,0,0,0,0.67,0,0
126.27,17,4,2023,0,0,1,25.26,1,0
48.01,8,6,807,0,0,1,38.79,0,0
121.9,1,4,1826,0,0,1,4.24,0,0
38.7,19,4,1204,0,0,3,55.43,1,0
56.67,11,5,641,0,0,1,5.01,1,0
69.47,1,5,1377,0,0,0,13.74,1,0
24.48,9,5,236,0,0,2,18.73,0,0
139.89,0,4,201,0,1,1,9.42,1,0
39.92,3,2,1639,0,1,1,17.35,1,0
53.06,11,5,1159,0,0,4,31.68,0,0
24.67,8,4,108,0,0,1,31.33,1,1
5.14,3,7,353,0,0,0,63.87,1,0
55.09,8,9,2300,0,0,2,49.53,0,1
744.43,5,4,29,0,0,0,105.17,0,1
146.15,0,8,2416,0,0,1,22.62,0,0
65.41,9,5,442,1,0,0,12.79,1,0
51.27,13,7,1009,0,1,0,6.86,0,0
68.2,21,2,339,0,0,0,6.99,0,0
115.25,17,3,1700,0,0,0,4.09,0,0
20.47,5,4,2242,0,0,0,32.43,1,0
203.23,17,10,344,0,0,1,26.55,1,0
136.37,19,7,1966,0,0,2,8.64,1,1
136.75,15,7,2060,0,0,0,55.67,1,0
103.39,14,4,1997,0,0,1,20.09,0,0
68.01,15,7,2232,0,0,0,1.79,1,0
130.69,7,3,1881,0,0,1,1.59,1,0
120.52,12,5,1614,0,0,2,3.86,1,0
46.8,22,4,1566,0,0,0,5.93,1,0
37.58,10,2,2355,0,0,0,54.61,1,0
73.84,6,5,2175,0,0,3,37.68,1,0
313.88,16,11,798,0,1,1,5.63,1,0
19.32,17,6,651,0,0,0,7.14,1,0
15.37,21,10,215,0,1,1,25.32,1,1
78.63,22,6,2087,0,1,1,51.3,1,0
70.17,18,9,1461,0,0,1,9.52,1,0
79.31,12,5,832,0,0,1,18.64,0,0
85.11,14,3,2054,0,0,0,55.27,1,0
53.35,22,6,2314,0,0,2,36.81,1,0
295.85,21,6,2239,0,0,0,55.53,1,0
13.45,21,3,217,0,0,3,8.15,1,0
29.12,0,4,888,0,0,2,29.36,1,0
60.14,15,7,2399,0,0,1,3.03,0,0
12.89,4,1,1622,0,0,1,23.94,1,1
55.93,2,3,387,0,0,1,9.06,1,0
351.24,22,2,420,0,1,1,30.22,0,0
68.09,9,4,392,0,0,1,3.83,1,0
83.99,18,4,580,0,1,1,27.38,0,0
18.91,4,7,1184,0,0,2,30.82,1,0
36.0,6,8,1653,1,0,1,48.65,1,0
45.82,13,3,2426,0,1,1,29.04,0,0
48.53,2,5,1140,0,1,1,18.5,1,1
240.24,12,2,1172,0,0,0,38.33,1,0
116.48,12,5,289,0,0,2,8.37,0,0
21.95,9,5,2129,0,0,0,28.29,0,0
85.33,1,10,1771,0,0,0,32.23,1,0
109.75,5,4,2163,1,1,1,12.46,1,0
208.54,7,4,2216,0,0,0,112.67,1,0
323.93,3,5,1183,0,0,1,11.0,1,0
24.17,11,4,23,0,0,0,2.21,0,0
29.64,14,4,2062,1,0,3,9.04,0,1
18.96,7,4,1306,0,0,0,2.62,0,0
52.77,6,2,2268,0,0,1,10.36,0,0
106.31,13,4,2384,1,0,1,3.42,1,0
178.99,22,5,867,0,0,0,14.47,1,0
61.81,18,6,475,0,0,2,37.62,1,0
48.43,13,6,1973,0,1,0,1.75,1,0
77.61,21,6,1783,0,1,1,20.7,1,0
28.93,12,5,755,0,0,0,1.12,1,0
538.9,20,6,2234,0,0,2,53.99,1,0
13.36,0,3,1800,0,0,0,63.58,0,0
80.22,18,7,1866,0,1,1,16.95,0,0
504.52,0,5,141,0,0,0,36.66,1,0
67.14,3,4,786,0,1,0,22.47,1,0
55.14,9,4,2473,0,0,0,10.41,0,0
46.64,2,8,353,0,1,2,7.03,1,1
55.68,19,4,1565,0,0,2,35.53,1,0
263.18,8,4,1603,0,0,0,14.05,0,0
7.3,2,3,587,0,0,1,63.22,0,0
309.03,5,6,354,0,1,0,92.92,1,0
16.06,5,3,1430,0,0,0,5.91,0,0
51.08,22,4,534,0,0,0,20.59,0,0
43.41,11,3,1607,0,1,1,19.25,0,0
120.13,22,4,1957,0,0,1,50.64,1,0
13.49,0,3,55,0,0,1,29.36,1,1
105.87,15,3,1944,0,0,1,23.37,0,0
504.87,23,4,1638,0,0,0,28.41,0,0
17.06,4,2,990,1,0,0,12.34,1,0
80.62,8,9,1461,0,1,1,80.65,1,0
34.4,9,2,2080,0,0,1,1.48,0,0
102.09,12,5,1902,0,0,2,0.74,1,0
67.98,14,5,2124,0,0,0,13.43,0,0
35.11,11,7,635,0,0,0,4.2,1,0
108.62,4,5,2263,1,0,1,19.68,0,0
405.19,4,7,267,0,0,1,0.23,1,0
55.1,17,5,2020,1,0,3,15.39,1,0
136.97,11,3,262,0,0,1,8.74,0,0
18.3,2,2,1614,0,0,0,5.65,1,0
25.62,6,5,1222,0,0,1,14.7,1,0
106.95,16,7,2210,0,0,3,48.2,1,0
294.16,18,6,1748,0,0,1,26.63,1,0
95.17,17,4,2134,0,1,1,4.36,0,1
48.76,0,7,734,0,0,2,17.27,0,0
66.64,23,4,2426,0,0,2,67.09,1,0
19.1,4,6,577,0,0,1,14.46,0,0
122.06,1,4,1788,0,0,0,15.9,0,0
161.15,0,7,1187,0,0,0,70.91,1,0
42.43,6,5,2212,0,0,1,3.65,1,0
41.68,10,4,280,0,0,3,33.2,1,0
87.0,10,4,571,0,0,1,8.89,1,0
43.09,17,7,1542,0,1,1,50.23,1,0
62.42,16,4,1423,0,1,2,1.4,1,0
544.42,1,6,2189,0,0,0,116.15,1,0
52.09,6,3,1703,1,0,1,36.59,0,1
46.6,6,8,854,1,0,3,8.36,1,0
34.9,9,3,2322,0,0,0,35.77,0,0
140.36,21,4,229,0,0,2,64.09,1,0
55.63,20,3,908,0,0,1,3.0,1,0
34.84,2,6,2346,0,0,1,61.21,1,0
249.96,11,6,1112,0,0,0,11.16,1,0
275.78,2,4,760,0,0,0,0.16,1,0
36.58,10,4,2377,1,0,1,2.98,1,0
10.31,11,3,327,0,0,0,54.03,1,0
182.64,3,5,1424,0,1,1,101.38,1,1
33.63,15,4,1782,0,0,1,56.43,1,0
147.03,19,4,597,0,0,0,14.56,1,0
9.3,17,4,1851,0,0,1,81.37,0,0
162.81,3,3,2096,0,0,1,13.06,0,0
19.86,21,5,114,0,0,0,3.02,1,0
138.49,5,3,1615,0,0,1,10.42,0,0
67.64,20,4,516,0,1,0,161.28,1,1
25.69,14,7,579,0,1,2,24.58,1,1
44.39,0,1,338,0,0,3,10.39,1,0
132.46,2,5,1724,0,0,2,24.47,1,0
74.14,4,5,993,0,0,2,14.02,1,0
119.63,21,6,2365,1,0,0,1.27,1,0
481.28,16,4,231,0,0,3,5.61,0,0
13.95,13,3,160,0,0,0,0.49,0,0
336.03,8,5,2230,1,1,0,7.35,0,0
74.02,2,6,988,0,1,1,33.64,1,1
27.15,12,5,1578,0,0,2,5.37,1,0
17.63,2,3,630,0,0,3,18.77,1,0
55.2,10,8,2104,1,0,1,30.23,1,1
167.61,1,7,1641,0,0,1,19.89,1,0
58.7,23,6,1158,0,0,0,0.39,1,0
302.22,14,1,1328,0,1,1,11.29,1,0
15.62,12,2,1847,0,0,3,14.57,1,0
65.89,18,1,849,0,1,0,10.49,1,0
19.06,21,4,1852,0,0,2,19.76,1,0
95.93,15,1,1570,0,0,1,18.0,1,0
161.89,17,3,1627,0,0,0,5.19,1,0
43.78,6,6,1988,0,0,1,34.86,0,0
